position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
15,Grit and Self-Control as Predictors of First-Year Student Success,LiSpUstM-dUJ,SB Stewart PhD - 2015 - digitalcommons.usm.maine.edu,https://digitalcommons.usm.maine.edu/etd/166/,SB Stewart PhD,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",3,social desirability
16,How self-control influences Thai women's aggression: The moderating role of moral disengagement,Ifs01VcysVIJ,"C Thummanond, K Maneesri - Kasetsart Journal of Social …, 2020 - so04.tci-thaijo.org",https://so04.tci-thaijo.org/index.php/kjss/article/view/247522,"C Thummanond, K Maneesri",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",3,social desirability
17,Hunger and reduced self-control in the laboratory and across the world: Reducing hunger as a self-control panacea,HXJgYoLZ_RMJ,MT Gailliot - 2013 - scholarworks.sfasu.edu,https://scholarworks.sfasu.edu/psychology_facultypubs/9/,MT Gailliot,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",3,social desirability
18,"M ost willingnessthat theory and to forgive research others. on forgiveness focuses on people's capacity or Forgiveness, however, is a complex process",RKgwyCmmLs8J,"JP Tangney, AL Boone, R Dearing - Handbook of Forgiveness, 2007 - books.google.com",https://books.google.com/books?hl=en&lr=&id=mBMatnTZtBoC&oi=fnd&pg=PT173&dq=%22social+desirability%22&ots=wI8F7vBbJ8&sig=xDDHoIVb5nFY2gXV3jQrBRhAaHc,"JP Tangney, AL Boone, R Dearing",2007,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",3,social desirability
19,Using self-reported and objective measures of self-control to predict exercise and academic behaviors among first-year university students,aAzX_iuqWCoJ,"MJ Stork, JD Graham, SR Bray… - Journal of Health …, 2017 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1359105315623627,"MJ Stork, JD Graham, SR Bray…",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",3,social desirability
0,Ego depletion reduces proselfs' concern with the well-being of others,lkqvZy59Xu4J,"D Balliet, J Joireman - Group Processes & Intergroup …, 2010 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1368430209353634,"D Balliet, J Joireman",2010,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
1,Information technology addiction: Construct development and measurement,1_OR7RMW4_0J,S Zwanenburg - 2013 - Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.826.5772&rep=rep1&type=pdf,S Zwanenburg,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
2,Individual differences in using epistemic and teleologic strategies for deliberate self-persuasion,bMstL4ivPakJ,"HL Resch, CG Lord - Personality and Individual Differences, 2011 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886910005891,"HL Resch, CG Lord",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
3,Lay rationalism: Individual differences in using reason versus feelings to guide decisions,xem86TFbb1EJ,"CK Hsee, Y Yang, X Zheng… - Journal of Marketing …, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1509/jmr.13.0532,"CK Hsee, Y Yang, X Zheng…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
4,"High self-control predicts more positive emotions, better engagement, and higher achievement in school",Nuy494ilutMJ,"RB King, MJM Gaerlan - European journal of psychology of education, 2014 - Springer",https://link.springer.com/article/10.1007/s10212-013-0188-z,"RB King, MJM Gaerlan",2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
5,"If you wrong us, shall we not revenge? Moderating roles of self-control and perceived aggressive work culture in predicting responses to psychological contract breach",miUDx8otjUwJ,"SLD Restubog, TJ Zagenczyk, P Bordia… - Journal of …, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0149206312443557,"SLD Restubog, TJ Zagenczyk, P Bordia…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
6,Technology-mediated self-regulation: an implication for preventing online gaming addiction,_GbWnuHGUqAJ,"ZWY Lee, CMK Cheung, TKH Chan - 2016 - core.ac.uk",https://core.ac.uk/download/pdf/301370208.pdf,"ZWY Lee, CMK Cheung, TKH Chan",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
7,Using a Model of Emotional Self-Efficacy in Predicting Work Outcomes,jHhaVnI9JwYJ,CW Roman - 2018 - search.proquest.com,https://search.proquest.com/openview/64642a2f4b6637a63a8fe57704f70b3f/1?pq-origsite=gscholar&cbl=18750,CW Roman,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
8,Reflecting on past failures leads to increased perseverance and sustained attention,YlPTXHyBWWUJ,"BC DiMenichi, LL Richmond - Journal of Cognitive Psychology, 2015 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/20445911.2014.995104,"BC DiMenichi, LL Richmond",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
9,Does Higher Self-Control Predict Higher State-Orientation and Negative Self-Referential Emotions? A Mixed Methods Study.,xUZUaURMiGMJ,D Hayes - 2019 - etd.auburn.edu,http://etd.auburn.edu/handle/10415/7062,D Hayes,2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
10,Trait Self-Control as a Predictor of Weight Loss and Treatment Adherence,PWmmx5qn0H0J,JE Borushok - 2014 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=bgsu1395395124,JE Borushok,2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
11,"The relationship between the big five personality traits, impulsivity, and anabolic steroid use",BkjgQzEf8zAJ,"M Garcia-Argibay - Substance Use & Misuse, 2019 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10826084.2018.1512630,M Garcia,2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
12,Why are people with high self-control happier? The effect of trait self-control on happiness as mediated by regulatory focus,8WNK8DwQLagJ,"TTL Cheung, M Gillebaart, F Kroese… - Frontiers in …, 2014 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00722/full,"TTL Cheung, M Gillebaart, F Kroese…",2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
13,"Divine struggles: Links with body image concerns, binging, and compensatory behaviours around eating",7opqxBl93MYJ,"JJ Exline, SJ Homolka, VA Harriott - Mental Health, Religion & …, 2016 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13674676.2015.1087977,"JJ Exline, SJ Homolka, VA Harriott",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
14,Opracowanie i właściwości psychometryczne polskiej wersji Skali Samokontroli,SZv5ojFCmy0J,"K Kwapis, RP Bartczuk - Annales Universitatis Mariae Curie …, 2020 - journals.umcs.pl",https://journals.umcs.pl/j/article/view/9626,"K Kwapis, RP Bartczuk",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
15,The Development and Psychometric Properties of the Polish Version of the Self-Control Scale,OQIwRedMpAMJ,"K KWAPIS, RP BARTCZUK - researchgate.net",https://www.researchgate.net/profile/Rafal-Bartczuk/publication/345166799_The_Development_and_Psychometric_Properties_of_the_Polish_Version_of_the_Self-Control_Scale/links/5f9ff0cd92851c14bcfc75fc/The-Development-and-Psychometric-Properties-of-the-Polish-Version-of-the-Self-Control-Scale.pdf,"K KWAPIS, RP BARTCZUK",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
16,"Self-control, self-regulation, and doping in sport: a test of the strength-energy model",QeV4ROWeQJkJ,"D Chan, V Lentillon-Kaestner… - Journal of Sport and …, 2015 - espace.curtin.edu.au",https://espace.curtin.edu.au/handle/20.500.11937/6321,"D Chan, V Lentillon",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
17,We will make you like our research: The development of a susceptibility-to-persuasion scale,EUIzwP7va2wJ,"D Modic, R Anderson, J Palomäki - PloS one, 2018 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194119,"D Modic, R Anderson, J Palomäki",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
18,The role of self-control and motivation on exhaustion in youth athletes: A longitudinal perspective,RILr7l-u5JMJ,"G Jordalen, PN Lemyre, BE Solstad… - Frontiers in …, 2018 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02449/full,"G Jordalen, PN Lemyre, BE Solstad…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
19,Self-regulatory processes defend against the threat of death: Effects of self-control depletion and trait self-control on thoughts and fears of dying.,0ebQP33EuO0J,"MT Gailliot, BJ Schmeichel… - Journal of personality …, 2006 - psycnet.apa.org",https://psycnet.apa.org/getdoi.cfm?doi=10.1037/0022-3514.91.1.49,"MT Gailliot, BJ Schmeichel…",2006,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",4,social desirability
0,Self-controlled responses to COVID-19: Self-control and uncertainty predict responses to the COVID-19 pandemic,4SKTdvEBz3AJ,"JE Rodriguez, HL Holmes, JL Alquist, L Uziel… - Current …, 2021 - Springer",https://link.springer.com/article/10.1007/s12144-021-02066-y,"JE Rodriguez, HL Holmes, JL Alquist, L Uziel…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
1,Differentiating everyday lies: A typology of lies based on beneficiary and motivation,PwFgJFi-3IkJ,"K Cantarero, WAP Van Tilburg, P Szarota - Personality and Individual …, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886918302605,"K Cantarero, WAP Van Tilburg, P Szarota",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
2,Establishing generalizable mechanisms,d06uoguuU24J,"LW Barsalou - Psychological Inquiry, 2019 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/1047840X.2019.1693857,LW Barsalou,2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
3,The Role of Religiosity in Ethical Decision-Making at the Workplace: Focus on Islam,hn5IGjNt8okJ,"R Sulaiman, P Toulson, D Brougham… - Advanced Science …, 2017 - ingentaconnect.com",https://www.ingentaconnect.com/contentone/asp/asl/2017/00000023/00000009/art00062,"R Sulaiman, P Toulson, D Brougham…",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
4,An examination of patience and well-being,yQ15_-J4PjwJ,"SA Schnitker - The Journal of Positive Psychology, 2012 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17439760.2012.697185,SA Schnitker,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
5,Parental attachment and problematic smartphone use among Chinese young adults: A moderated mediation model of interpersonal adaptation and self-control,-jUppLNsgcMJ,"Y Zhang, D Tan, T Lei - Journal of Adult Development, 2020 - Springer",https://link.springer.com/article/10.1007/s10804-019-09331-2,"Y Zhang, D Tan, T Lei",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
6,The effect of public social context on self-control: Depletion for neuroticism and restoration for impression management,_8FltzJtn8oJ,"L Uziel, RF Baumeister - Personality and Social Psychology …, 2012 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0146167211427310,"L Uziel, RF Baumeister",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
7,The eating motivation survey in Brazil: Results from a sample of the general adult population,1GeBgVBu2_kJ,"G Sproesser, JMM Moraes, B Renner… - Frontiers in …, 2019 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02334/full,"G Sproesser, JMM Moraes, B Renner…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
8,Neuroenhancement and the strength model of self-control,h55mQoXiCi0J,"C Englert, W Wolff - Frontiers in psychology, 2015 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2015.01425/full,"C Englert, W Wolff",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
9,Systematic Evaluation of Psychometric Characteristics of the Michigan Alcoholism Screening Test 13‐Item Short (SMAST) and 10‐Item Brief (BMAST) Versions,IiTfLoKffsYJ,"A Minnich, BT Erford, G Bardhoshi… - … of Counseling & …, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcad.12231,"A Minnich, BT Erford, G Bardhoshi…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
10,Critiquing the general theory of crime's empirical evidence: Does the evidence support the theory?,hjPOsj5wIcEJ,"JM Crosswhite, JL Kerpelman - Journal of Family Theory & …, 2009 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-2589.2009.00019.x,"JM Crosswhite, JL Kerpelman",2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
11,Can negative emotions increase students' plagiarism and cheating?,GOWy34yQrzAJ,"IK Tindall, KW Fu, K Tremayne… - International …, 2021 - edintegrity.biomedcentral.com",https://edintegrity.biomedcentral.com/articles/10.1007/s40979-021-00093-7,"IK Tindall, KW Fu, K Tremayne…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
12,Having Used Self-Control Reduces Emotion Regulation—Emotion Regulation as Relying on Interchangeably Used “Self-Control Energy”,CyDrmUAEQpIJ,"MT Gailliot, A Zell, RF Baumeister - Open Access Library Journal, 2014 - scirp.org",https://www.scirp.org/pdf/oalibj_2016032313410188.pdf,"MT Gailliot, A Zell, RF Baumeister",2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",5,social desirability
